,senior_id,surgery_type_id,skill,skill_id
0,422136913,0,6,0
1,805983473,1,6,1
2,608724691,2,6,2
3,408030067,3,6,3
4,353327673,4,6,4
5,311697726,5,6,5
6,619156787,6,6,6
7,605108115,7,6,7
8,269291536,8,6,8
9,692820412,9,6,9
10,783971934,10,6,10
11,311697726,11,6,11
12,762854810,12,6,12
13,875669535,13,6,13
14,663362944,14,6,14
15,672766507,15,6,15
16,428512715,16,6,16
17,333132969,17,6,17
18,333132969,18,6,18
19,974949289,19,6,19
20,527693323,20,6,20
21,596370649,21,6,21
22,905270478,22,6,22
23,127841616,23,6,23
24,379557469,24,6,24
25,309641530,25,6,25
26,761718986,26,6,26
27,270447170,27,6,27
28,413569776,28,6,28
29,270156326,29,6,29
30,783971934,30,6,30
31,525882986,31,6,31
32,772716945,32,6,32
33,311697726,33,6,33
34,408030067,34,6,34
35,512799682,35,6,35
36,206802536,36,6,36
37,879498807,37,6,37
38,160499222,38,6,38
39,160499222,39,6,39
40,651668584,40,6,40
41,160535335,41,6,41
42,651668584,42,6,42
43,448877652,43,6,43
44,840249051,44,6,44
45,314836123,45,6,45
46,457673320,46,6,46
47,840249051,47,6,47
48,239528618,48,6,48
49,522041565,49,6,49
50,358012480,20,2,50
51,358012480,22,5,51
52,358012480,11,2,52
53,358012480,31,6,53
54,358012480,15,2,54
55,358012480,23,5,55
56,358012480,34,2,56
57,358012480,14,1,57
58,358012480,28,6,58
59,358012480,21,5,59
60,358012480,7,4,60
61,358012480,19,6,61
62,358012480,30,6,62
63,358012480,8,1,63
64,358012480,24,4,64
65,358012480,36,3,65
66,358012480,4,2,66
67,358012480,25,5,67
68,358012480,0,4,68
69,358012480,1,1,69
70,358012480,3,6,70
71,358012480,2,6,71
72,358012480,35,3,72
73,358012480,5,1,73
74,274376289,2,1,74
75,274376289,8,2,75
76,274376289,11,3,76
77,274376289,16,1,77
78,274376289,24,5,78
79,274376289,32,4,79
80,274376289,0,2,80
81,274376289,20,1,81
82,274376289,31,3,82
83,274376289,15,2,83
84,274376289,19,1,84
85,274376289,5,1,85
86,274376289,1,1,86
87,274376289,34,6,87
88,274376289,29,3,88
89,274376289,7,2,89
90,274376289,22,6,90
91,274376289,27,4,91
92,274376289,23,1,92
93,274376289,28,1,93
94,274376289,25,1,94
95,274376289,30,5,95
96,274376289,36,3,96
97,274376289,4,3,97
98,274376289,18,6,98
99,274376289,35,2,99
100,274376289,33,2,100
101,274376289,14,4,101
102,798224367,23,2,102
103,798224367,5,6,103
104,798224367,29,4,104
105,798224367,30,4,105
106,798224367,10,4,106
107,798224367,4,1,107
108,798224367,15,2,108
109,798224367,34,5,109
110,798224367,7,2,110
111,798224367,8,6,111
112,798224367,9,2,112
113,798224367,6,1,113
114,798224367,19,6,114
115,798224367,3,3,115
116,798224367,12,3,116
117,798224367,1,3,117
118,798224367,24,2,118
119,798224367,25,2,119
120,798224367,11,1,120
121,413569776,25,2,121
122,413569776,17,4,122
123,413569776,7,4,123
124,413569776,2,6,124
125,413569776,26,5,125
126,413569776,15,4,126
127,413569776,4,5,127
128,413569776,19,5,128
129,413569776,6,3,129
130,413569776,30,5,130
131,413569776,13,6,131
132,413569776,16,2,132
133,413569776,20,4,133
134,413569776,32,1,134
135,206802536,34,5,135
136,206802536,2,2,136
137,206802536,14,4,137
138,206802536,26,1,138
139,206802536,1,5,139
140,206802536,7,6,140
141,206802536,21,1,141
142,206802536,37,1,142
143,206802536,32,2,143
144,206802536,27,2,144
145,206802536,23,6,145
146,206802536,19,1,146
147,206802536,18,1,147
148,206802536,12,5,148
149,206802536,16,4,149
150,206802536,5,4,150
151,206802536,8,4,151
152,206802536,22,5,152
153,206802536,4,6,153
154,206802536,11,2,154
155,206802536,10,2,155
156,206802536,20,2,156
157,206802536,30,5,157
158,206802536,13,4,158
159,206802536,31,3,159
160,206802536,0,3,160
161,206802536,29,6,161
162,206802536,3,2,162
163,206802536,33,1,163
164,206802536,17,1,164
165,206802536,6,4,165
166,206802536,28,3,166
167,206802536,25,1,167
168,206802536,35,6,168
169,206802536,24,1,169
170,981177526,33,6,170
171,981177526,13,1,171
172,981177526,1,5,172
173,981177526,18,3,173
174,981177526,7,1,174
175,981177526,25,3,175
176,981177526,27,1,176
177,981177526,8,4,177
178,981177526,9,4,178
179,981177526,36,6,179
180,981177526,19,5,180
181,981177526,12,5,181
182,981177526,5,5,182
183,981177526,20,2,183
184,981177526,31,5,184
185,981177526,29,2,185
186,981177526,2,5,186
187,981177526,34,4,187
188,981177526,3,2,188
189,981177526,23,4,189
190,981177526,4,3,190
191,981177526,16,2,191
192,981177526,35,5,192
193,981177526,24,3,193
194,981177526,21,5,194
195,981177526,32,1,195
196,605108115,30,3,196
197,605108115,24,2,197
198,663362944,17,6,198
199,663362944,20,3,199
200,663362944,22,1,200
201,663362944,29,6,201
202,663362944,7,2,202
203,663362944,15,2,203
204,663362944,34,6,204
205,663362944,24,1,205
206,663362944,6,6,206
207,663362944,30,2,207
208,663362944,5,2,208
209,663362944,25,6,209
210,663362944,8,5,210
211,663362944,3,4,211
212,663362944,32,6,212
213,663362944,2,3,213
214,663362944,28,1,214
215,663362944,19,1,215
216,663362944,35,5,216
217,663362944,13,1,217
218,663362944,10,3,218
219,663362944,27,5,219
220,663362944,23,5,220
221,663362944,1,3,221
222,663362944,0,4,222
223,663362944,33,6,223
224,663362944,31,5,224
225,663362944,21,3,225
226,663362944,11,6,226
227,607340335,31,1,227
228,607340335,14,4,228
229,607340335,33,1,229
230,607340335,4,2,230
231,607340335,5,4,231
232,607340335,24,2,232
233,607340335,8,4,233
234,607340335,32,6,234
235,607340335,25,1,235
236,607340335,3,1,236
237,607340335,27,3,237
238,607340335,2,4,238
239,607340335,1,6,239
240,353327673,24,3,240
241,353327673,20,4,241
242,353327673,17,6,242
243,353327673,29,5,243
244,353327673,28,6,244
245,353327673,27,3,245
246,353327673,0,3,246
247,353327673,2,2,247
248,353327673,7,1,248
249,353327673,14,4,249
250,353327673,33,5,250
251,353327673,31,2,251
252,353327673,19,3,252
253,353327673,5,1,253
254,353327673,26,6,254
255,270156326,26,2,255
256,270156326,9,6,256
257,270156326,37,1,257
258,270156326,6,2,258
259,270156326,27,5,259
260,270156326,13,1,260
261,270156326,22,1,261
262,270156326,14,3,262
263,270156326,19,4,263
264,270156326,10,5,264
265,270156326,28,1,265
266,270156326,35,4,266
267,270156326,16,5,267
268,270156326,17,3,268
269,270156326,21,2,269
270,270156326,32,1,270
271,270156326,2,2,271
272,270156326,7,2,272
273,270156326,34,3,273
274,270156326,31,2,274
275,270156326,18,6,275
276,270156326,36,1,276
277,270156326,24,1,277
278,270156326,3,4,278
279,270156326,23,6,279
280,270156326,25,2,280
281,270156326,20,6,281
282,270447170,1,4,282
283,270447170,23,5,283
284,270447170,0,6,284
285,270447170,37,4,285
286,270447170,30,1,286
287,270447170,15,4,287
288,270447170,31,3,288
289,270447170,19,4,289
290,270447170,26,2,290
291,270447170,20,6,291
292,270447170,18,3,292
293,270447170,16,4,293
294,270447170,36,6,294
295,270447170,14,2,295
296,270447170,9,2,296
297,270447170,4,3,297
298,270447170,35,6,298
299,270447170,10,1,299
300,270447170,11,6,300
301,270447170,2,6,301
302,270447170,22,5,302
303,512799682,17,6,303
304,512799682,24,1,304
305,512799682,27,5,305
306,512799682,6,5,306
307,512799682,9,4,307
308,512799682,15,2,308
309,512799682,21,4,309
310,512799682,14,6,310
311,512799682,1,2,311
312,714728920,14,4,312
313,714728920,30,3,313
314,714728920,27,1,314
315,714728920,9,2,315
316,714728920,19,2,316
317,714728920,10,2,317
318,714728920,20,4,318
319,714728920,3,3,319
320,714728920,16,6,320
321,714728920,22,1,321
322,714728920,11,1,322
323,714728920,7,2,323
324,714728920,6,5,324
325,714728920,37,3,325
326,714728920,21,1,326
327,714728920,8,4,327
328,714728920,34,5,328
329,714728920,2,3,329
330,714728920,28,2,330
331,714728920,18,3,331
332,527693323,12,2,332
333,527693323,3,1,333
334,527693323,28,3,334
335,527693323,19,5,335
336,527693323,24,4,336
337,527693323,14,2,337
338,527693323,21,6,338
339,527693323,22,5,339
340,527693323,7,3,340
341,527693323,18,3,341
342,527693323,16,5,342
343,527693323,34,4,343
344,527693323,29,1,344
345,527693323,9,6,345
346,527693323,13,4,346
347,527693323,0,5,347
348,527693323,2,2,348
349,527693323,17,1,349
350,527693323,26,3,350
351,527693323,5,4,351
352,527693323,36,6,352
353,527693323,25,4,353
354,527693323,33,2,354
355,527693323,32,2,355
356,527693323,11,4,356
357,527693323,30,3,357
358,527693323,27,3,358
359,527693323,4,2,359
360,527693323,1,1,360
361,527693323,15,4,361
362,527693323,31,6,362
363,527693323,37,1,363
364,527693323,23,5,364
365,527693323,6,4,365
366,527693323,35,6,366
367,527693323,8,4,367
368,527693323,10,3,368
369,113207301,6,5,369
370,113207301,24,6,370
371,586063633,2,5,371
372,586063633,4,3,372
373,586063633,24,5,373
374,586063633,34,2,374
375,586063633,25,6,375
376,586063633,29,6,376
377,586063633,10,5,377
378,412625900,31,6,378
379,412625900,8,6,379
380,412625900,36,3,380
381,412625900,24,5,381
382,412625900,19,3,382
383,412625900,3,6,383
384,412625900,17,1,384
385,412625900,34,6,385
386,412625900,27,6,386
387,412625900,26,2,387
388,412625900,7,1,388
389,412625900,22,1,389
390,412625900,1,1,390
391,412625900,0,3,391
392,412625900,30,2,392
393,412625900,35,6,393
394,412625900,5,4,394
395,412625900,12,4,395
396,412625900,25,6,396
397,412625900,21,5,397
398,412625900,9,6,398
399,412625900,16,1,399
400,412625900,4,1,400
401,412625900,13,2,401
402,412625900,33,2,402
403,412625900,6,1,403
404,412625900,14,6,404
405,412625900,29,5,405
406,412625900,23,5,406
407,412625900,2,4,407
408,412625900,20,1,408
409,412625900,18,5,409
410,412625900,28,2,410
411,412625900,32,5,411
412,412625900,15,5,412
413,412625900,10,3,413
414,412625900,37,2,414
415,333132969,10,6,415
416,333132969,9,1,416
417,333132969,1,2,417
418,333132969,36,6,418
419,333132969,26,2,419
420,333132969,12,3,420
421,333132969,19,2,421
422,333132969,2,2,422
423,333132969,28,4,423
424,333132969,4,3,424
425,333132969,32,2,425
426,333132969,7,5,426
427,333132969,30,3,427
428,333132969,21,4,428
429,333132969,29,5,429
430,333132969,24,1,430
431,596370649,26,6,431
432,596370649,33,2,432
433,596370649,2,3,433
434,596370649,5,2,434
435,596370649,18,2,435
436,596370649,16,3,436
437,596370649,37,6,437
438,596370649,10,2,438
439,596370649,8,3,439
440,596370649,24,6,440
441,596370649,20,3,441
442,596370649,22,6,442
443,596370649,1,2,443
444,596370649,14,3,444
445,596370649,7,4,445
446,596370649,25,1,446
447,596370649,0,1,447
448,596370649,29,1,448
449,608724691,10,1,449
450,608724691,14,5,450
451,608724691,29,3,451
452,608724691,1,3,452
453,608724691,37,6,453
454,608724691,36,5,454
455,608724691,3,6,455
456,608724691,27,4,456
457,608724691,15,3,457
458,608724691,34,6,458
459,608724691,5,5,459
460,608724691,31,4,460
461,608724691,6,4,461
462,608724691,21,4,462
463,608724691,0,1,463
464,608724691,28,5,464
465,608724691,32,6,465
466,608724691,8,2,466
467,608724691,12,6,467
